MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,799,Tools,Power Tools,Impact Drivers,1516599,PT-1691,PT-1691 12V MAX CORDLESS IMPACT DRIVER KIT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,DEWALT Industrial,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT-1691,,Tools & Power Tools & Impact Drivers,"UNRESOLVED — needs manual review, Impact Drivers, PT-1691",IMPACT DRIVERS PT-1691 12 V VOLTAGE MAX,"UNRESOLVED — needs manual review PT-1691 Impact Drivers, 12","UNRESOLVED — needs manual review Impact Drivers, PT-1691, 12 V Voltage, MAX, Yes, Impact Driver Kit",Impact Drivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Impact Drivers,Voltage,12,V,Battery Platform,MAX,,Cordless,Yes,,Tool Type,Impact Driver Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,800,Tools,Power Tools,Drill Drivers,1516600,PT-1706,PT-1706 18V CORDLESS DRILL DRIVER KIT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,DEWALT Industrial,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT-1706,,Tools & Power Tools & Drill Drivers,"UNRESOLVED — needs manual review, Drill Drivers, PT-1706",DRILL DRIVERS PT-1706 18 V VOLTAGE YES C,"UNRESOLVED — needs manual review PT-1706 Drill Drivers, 18","UNRESOLVED — needs manual review Drill Drivers, PT-1706, 18 V Voltage, Yes, Drill Driver Kit",Drill Drivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Drivers,Voltage,18,V,Cordless,Yes,,Tool Type,Drill Driver Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,801,Appliances,Large Appliances,Refrigerators,1516601,RF-1826,RF-1826 SIDE BY SIDE REFRIGERATOR 19 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,LG Electronics,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1826,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1826",REFRIGERATORS RF-1826 SIDE BY SIDE CONFI,UNRESOLVED — needs manual review RF-1826 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1826, Side by Side, 19 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,Side by Side,,Capacity,19,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,802,Tools,Hand Tools,Wrenches,1516602,HT-1707,"HT-1707 8"" ADJUSTABLE WRENCH CHROME VANADIUM",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Klein Tools,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HT-1707,,Tools & Hand Tools & Wrenches,"UNRESOLVED — needs manual review, Wrenches, HT-17078",WRENCHES HT-1707 CHROME COLOR 8 IN SIZE,"UNRESOLVED — needs manual review HT-1707 Wrenches, Chrome Vanadium, Chrome, 8","UNRESOLVED — needs manual review Wrenches, HT-1707, Chrome, 8 in Size, Adjustable Wrench, Chrome Vanadium","Wrenches, Chrome Vanadium, Chrome, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,Wrenches,Color,Chrome,,Size,8,in,Tool Type,Adjustable Wrench,,Material,Chrome Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,803,Appliances,Large Appliances,Refrigerators,1516603,RF-1369,RF-1369 FRENCH DOOR REFRIGERATOR 27 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,GE Appliances,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1369,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1369",REFRIGERATORS RF-1369 FRENCH DOOR CONFIG,UNRESOLVED — needs manual review RF-1369 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1369, French Door, 27 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,French Door,,Capacity,27,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,804,Appliances,Large Appliances,Dishwashers,1516604,DW-1631,DW-1631 BUILT-IN DISHWASHER 55 dBA STAINLESS STEEL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Frigidaire,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1631,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1631, Built-in Mounting",DISHWASHER BLTLN SST SST 120V 15A 55DBA,"UNRESOLVED — needs manual review® DW-1631 Dishwasher, Built-in Mounting, Stainless Steel","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 55 dBA Sound Level, Stainless Steel, Stainless Steel, Additional Information: Built-in dishwasher with 55 dBA sound level and stainless steel finish","Dishwasher, Built-in Mounting, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,55,dBA,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,Built-in dishwasher with 55 dBA sound level and stainless steel finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,805,Electrical,Wiring Devices,Switches,1516605,EL2-1633,EL2-1633 DECORA SWITCH 20A WHT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Leviton Mfg,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,EL2-1633,,Electrical & Wiring Devices & Switches,"UNRESOLVED — needs manual review, Switches, EL2-1633",SWITCHES EL2-1633 20 A AMPERAGE WHITE CO,"UNRESOLVED — needs manual review EL2-1633 Switches, White","UNRESOLVED — needs manual review Switches, EL2-1633, 20 A Amperage, White, Decora","Switches, White",,,,,,,,,,,,,,,,,,,,,,,,,,,Switches,Amperage,20,A,Color,White,,Switch Style,Decora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,806,Appliances,Large Appliances,Refrigerators,1516606,RF-1310,RF-1310 SIDE BY SIDE REFRIGERATOR 25 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,LG Electronics,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1310,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1310",REFRIGERATORS RF-1310 SIDE BY SIDE CONFI,UNRESOLVED — needs manual review RF-1310 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1310, Side by Side, 25 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,Side by Side,,Capacity,25,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,807,Adhesives,Sealants,Silicone Sealants,1516607,ADH-1498,ADH-1498 SILICONE SEALANT 3OZ TUBE,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Henkel Corporation,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,ADH-1498,,Adhesives & Sealants & Silicone Sealants,"UNRESOLVED — needs manual review, Silicone Sealants, ADH-14983",SILICONE SEALAN ADH-1498 3 OZ SIZE SILIC,"UNRESOLVED — needs manual review ADH-1498 Silicone Sealants, Silicone, 3","UNRESOLVED — needs manual review Silicone Sealants, ADH-1498, 3 oz Size, Silicone, Sealant, Tube","Silicone Sealants, Silicone, 3",,,,,,,,,,,,,,,,,,,,,,,,,,,Silicone Sealants,Size,3,oz,Material,Silicone,,Product Type,Sealant,,Container Type,Tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,808,Appliances,Large Appliances,Dishwashers,1516608,DW-1743,DW-1743 BUILT-IN DISHWASHER 47 dBA STAINLESS STEEL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whirlpool Corporation,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1743,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1743, Built-in Mounting",DISHWASHER BLTLN SST SST 120V 15A 47DBA,"UNRESOLVED — needs manual review® DW-1743 Dishwasher, Built-in Mounting, Stainless Steel","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 47 dBA Sound Level, Stainless Steel, Stainless Steel, Additional Information: Built-in dishwasher with 47 dBA sound level in stainless steel finish","Dishwasher, Built-in Mounting, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,47,dBA,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,Built-in dishwasher with 47 dBA sound level in stainless steel finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,809,Automotive,Batteries & Accessories,Automotive Batteries,1516609,AU-1977,AU-1977 12V AGM BATTERY GRP 35 751CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate Batteries,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1977,,Automotive & Batteries & Accessories & Automotive Batteries,"UNRESOLVED — needs manual review, Automotive Batteries, AU-1977",AUTOMOTIVE BATT AU-1977 12 V VOLTAGE AGM,"UNRESOLVED — needs manual review AU-1977 Automotive Batteries, 12","UNRESOLVED — needs manual review Automotive Batteries, AU-1977, 12 V Voltage, AGM, 35, 751 CCA Cold Cranking Amps",Automotive Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive Batteries,Voltage,12,V,Battery Type,AGM,,Group Size,35,,Cold Cranking Amps,751,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,810,Plumbing,Pipe Fittings,Copper Fittings,1516610,PL2-1762,PL2-1762 1/2IN CU 90 ELBOW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Nibco Inc,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PL2-1762,,Plumbing & Pipe Fittings & Copper Fittings,"UNRESOLVED — needs manual review, Copper Fittings, PL2-17621/2",COPPER FITTINGS PL2-1762 1/2 IN SIZE COP,"UNRESOLVED — needs manual review PL2-1762 Copper Fittings, Copper, 1/2","UNRESOLVED — needs manual review Copper Fittings, PL2-1762, 1/2 in Size, Copper, 90 Elbow","Copper Fittings, Copper, 1/2",,,,,,,,,,,,,,,,,,,,,,,,,,,Copper Fittings,Size,1/2,in,Material,Copper,,Fitting Type,90 Elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,811,Janitorial,Floor Care,Mop Pads,1516611,JN-1673,JN-1673 24 in. MICROFIBER MOP PAD,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Rubbermaid Commercial,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,JN-1673,,Janitorial & Floor Care & Mop Pads,"UNRESOLVED — needs manual review, Mop Pads, JN-167324",MOP PADS JN-1673 24 IN SIZE MICROFIBER M,"UNRESOLVED — needs manual review JN-1673 Mop Pads, Microfiber, 24","UNRESOLVED — needs manual review Mop Pads, JN-1673, 24 in Size, Microfiber, Mop Pad","Mop Pads, Microfiber, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,Mop Pads,Size,24,in,Material,Microfiber,,Product Type,Mop Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,812,Safety,Eye Protection,Safety Glasses,1516612,SF-1414,SF-1414 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,3M Co.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF-1414,,Safety & Eye Protection & Safety Glasses,"UNRESOLVED — needs manual review, Safety Glasses, SF-1414",SAFETY GLASSES SF-1414 CLEAR LENS COLOR,UNRESOLVED — needs manual review SF-1414 Safety Glasses,"UNRESOLVED — needs manual review Safety Glasses, SF-1414, Clear, Anti-Fog, ANSI Z87.1",Safety Glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,Safety Glasses,Lens Color,Clear,,Feature,Anti-Fog,,Safety Standard,ANSI Z87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,813,Plumbing,Pipe Fittings,Copper Fittings,1516613,PL2-1708,PL2-1708 1/2IN CU 90 ELBOW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,NIBCO INC.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PL2-1708,,Plumbing & Pipe Fittings & Copper Fittings,"UNRESOLVED — needs manual review, Copper Fittings, PL2-17081/2",COPPER FITTINGS PL2-1708 1/2 IN SIZE COP,"UNRESOLVED — needs manual review PL2-1708 Copper Fittings, Copper, 1/2","UNRESOLVED — needs manual review Copper Fittings, PL2-1708, 1/2 in Size, Copper, 90 Elbow","Copper Fittings, Copper, 1/2",,,,,,,,,,,,,,,,,,,,,,,,,,,Copper Fittings,Size,1/2,in,Material,Copper,,Fitting Type,90 Elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,814,Adhesives,Epoxy,Structural Epoxy,1516614,ADH-1471,ADH-1471 EPOXY 10.1OZ TUBE,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Loctite,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,ADH-1471,,Adhesives & Epoxy & Structural Epoxy,"UNRESOLVED — needs manual review, Structural Epoxy, ADH-147110.1",STRUCTURAL EPOX ADH-1471 10.1 OZ SIZE TU,"UNRESOLVED — needs manual review ADH-1471 Structural Epoxy, 10.1","UNRESOLVED — needs manual review Structural Epoxy, ADH-1471, 10.1 oz Size, Tube, Structural Epoxy","Structural Epoxy, 10.1",,,,,,,,,,,,,,,,,,,,,,,,,,,Structural Epoxy,Size,10.1,oz,Container Type,Tube,,Adhesive Type,Structural Epoxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,815,Automotive,Batteries & Accessories,Automotive Batteries,1516615,AU-1488,AU-1488 12V AGM BATTERY GRP 35 633CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1488,,Automotive & Batteries & Accessories & Automotive Batteries,"UNRESOLVED — needs manual review, Automotive Batteries, AU-1488",AUTOMOTIVE BATT AU-1488 12 V VOLTAGE AGM,"UNRESOLVED — needs manual review AU-1488 Automotive Batteries, 12","UNRESOLVED — needs manual review Automotive Batteries, AU-1488, 12 V Voltage, AGM, 35, 633 CCA Cold Cranking Amps",Automotive Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive Batteries,Voltage,12,V,Battery Chemistry,AGM,,Group Size,35,,Cold Cranking Amps,633,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
